m,n,R,s,seed,ker_dim,s_val,decomp_error,w
11,,49,10,0,15,0.0019192213804182,2.6564115958164094,0.8224287708954565
11,,49,11,0,15,0.0020682703996689,2.705101134633255,0.8235522258184317
11,,49,12,0,15,0.0016741846963933,2.368375494352415,0.8990333203769348
11,,49,13,0,15,0.0009597487550502,2.6485535414600294,0.8768225661093003
11,,49,14,0,15,0.0003830743343219,2.5917353952689135,0.8436590088766223
11,,50,15,0,65,0.0127529400996239,5.45735683797427,0.7890734101899006
11,,50,16,0,65,0.0095291531144919,5.433830307187385,0.7552417638189917
11,,50,17,0,65,0.0112367907476379,5.713828747251317,0.7501312153184598
11,,50,18,0,65,0.0125663146365965,5.460426557934594,0.7297670588172727
11,,50,19,0,65,0.0098200737154778,5.413281664586563,0.7259544808722473
11,,50,20,0,65,0.0098346177666526,5.442530212989375,0.7991439504425651
11,,50,21,0,65,0.0103344297426474,5.449062124151628,0.8298251671357892
11,,50,22,0,65,0.0099816095944253,5.500795452382148,0.7722269023926465
11,,50,23,0,65,0.0097896437940235,5.452995562633981,0.7670008634455803
11,,50,24,0,65,0.0080697853189023,5.443065198933359,0.7844745694902928
11,,50,25,0,65,0.0095039566729685,5.464876752956479,0.7548495383711811
11,,50,26,0,65,0.0083286498735516,5.412001753800947,0.7729582436882545
11,,50,27,0,65,0.0072895695794661,5.447672184906932,0.7905627144516103
11,,50,28,0,65,0.009059333729748,5.439582173441096,0.7844063130405271
11,,50,29,0,65,0.0064681899408198,5.4239574752404565,0.7990126745614944
11,,50,30,0,65,0.006241621999198,5.413942137729498,0.7970781115041792
11,,50,31,0,65,0.0063992998765223,5.378670167488519,0.769891607770844
11,,50,32,0,65,0.0056517206728864,5.412095304244586,0.8144476829604665
11,,50,33,0,65,0.0058723881765116,5.403544336210138,0.8339767291620156
11,,50,34,0,65,0.0051238378125821,5.409542053365722,0.7733344469396854
11,,50,35,0,65,0.0049753190680533,5.382682201228239,0.7999219158238454
11,,50,36,0,65,0.0048248991874377,5.411540140116746,0.7651165970621536
11,,50,37,0,65,0.0055668014664349,5.428283421891401,0.7502253395021853
11,,50,38,0,65,0.0042127888673282,5.349363479586325,0.8144229145334616
11,,50,39,0,65,0.0038917887317695,5.354928788589927,0.7750126671134827
11,,50,40,0,65,0.0044724464920634,5.398582486860646,0.7992323548940207
11,,50,41,0,65,0.0047250388692164,5.349910164641886,0.79361708951078
11,,50,42,0,65,0.0044589540353982,5.37816360079971,0.8122322437562923
11,,50,43,0,65,0.0042640773289103,5.315733135620755,0.7756164115769353
11,,50,44,0,65,0.003504051598512,5.351596776712129,0.8409111422442948
11,,50,45,0,65,0.0027802867611763,5.374331348022274,0.791791282620878
11,,50,46,0,65,0.0024965950334891,5.395233574333345,0.7728272770878388
11,,50,47,0,65,0.0033509777310023,5.362222664428471,0.8877667716857716
11,,50,48,0,65,0.0022067569094309,5.330353352341708,0.8549029369895725
11,,50,49,0,65,0.003421841201538,5.343339787726493,0.8787777993330264
11,,50,50,0,65,0.0025266492420905,5.259129459790353,0.8531900893402347
12,,59,0,0,54,0.0099599964385964,5.065351871592464,
12,,59,1,0,54,0.0113842427242934,5.06342327910881,0.6527941480786126
12,,59,2,0,54,0.0109030207747687,5.033889307539294,0.6157619335121969
12,,59,3,0,54,0.0087918631496537,5.036114885527506,0.6907933301309774
12,,59,4,0,54,0.0099943124590844,5.054010379974666,0.6370560259804927
12,,59,5,0,54,0.0085440358195135,5.066759688800746,0.6990800913725383
12,,59,6,0,54,0.0096134844021038,5.040395727413962,0.7666208410290493
12,,59,7,0,54,0.0078703123415094,5.015317490726745,0.7325805765182715
12,,59,8,0,54,0.007759765626766,5.044758932559586,0.687928522720616
12,,59,9,0,54,0.0093076235287137,5.053829191951941,0.76518930569291
12,,59,10,0,54,0.0069536666372505,5.088272120656076,0.7230385245221809
12,,59,11,0,54,0.0062487439507214,5.059026853204332,0.7305515084994225
12,,59,12,0,54,0.0071162432113319,5.0098389302047845,0.6958248787711926
12,,59,13,0,54,0.0069912713637444,5.017495544168252,0.703584428332101
12,,59,14,0,54,0.0060616420937166,4.9934868252012725,0.6865218981982241
12,,59,15,0,54,0.0062017743806458,4.991903065743731,0.7563004234633397
12,,59,16,0,54,0.007285197284818,5.031790266033892,0.8408447793943525
12,,59,17,0,54,0.0053438185975337,4.987935326931046,0.6896880041924496
12,,59,18,0,54,0.0061088921389957,5.02484794264517,0.7694247343497498
12,,59,19,0,54,0.0057709267892446,4.978113739228403,0.7433021849170132
12,,59,20,0,54,0.0047580121220601,4.991548081760956,0.6886600354733632
12,,59,21,0,54,0.0048021788156473,5.019605653725291,0.7715640447397688
12,,59,22,0,54,0.005311542508158,4.928953319551461,0.7410966742281979
12,,59,23,0,54,0.005321841094583,4.996808558960395,0.7814468802540872
12,,59,24,0,54,0.0051040150606385,5.027093402185472,0.8215491720063633
12,,59,25,0,54,0.0053006966642189,4.975501572569097,0.7650054656631393
12,,59,26,0,54,0.0041472269139624,4.947779207120217,0.7821688821542221
12,,59,27,0,54,0.0057891587537952,4.931992747328528,0.7982374808912455
12,,59,28,0,54,0.0046992786802975,4.997336342824741,0.7929667083568077
12,,59,29,0,54,0.0030540947995362,4.966409605937665,0.7847228441583485
12,,59,30,0,54,0.0035629984127979,4.943215587446029,0.8364668574753512
12,,59,31,0,54,0.0040704358070544,4.919108683419921,0.7821588242803056
12,,59,32,0,54,0.0036507364542702,4.898498569711462,0.8218535299180296
12,,59,33,0,54,0.0027257407364583,4.951106964629628,0.7680479838370453
12,,59,34,0,54,0.0035800310142961,4.9518012330598,0.8341853034052344
12,,59,35,0,54,0.0031851617006853,4.929782375950027,0.8123733938260845
12,,59,36,0,54,0.0025653405433612,4.901791334225079,0.8189935014524676
12,,59,37,0,54,0.0022285670775229,4.893462476432619,0.8796141215344282
12,,59,38,0,54,0.0023902165692683,4.929933464323736,0.7808605707230158
12,,59,39,0,54,0.0020346932757685,4.899310696639544,0.8368331321426633
12,,59,40,0,54,0.0023381118951858,4.955098875475392,0.7741944615420963
12,,59,41,0,54,0.0023912687741701,4.879232827706079,0.8282167331164363
12,,59,42,0,54,0.0019938050691792,4.7698740197838845,0.7892092393623088
12,,59,43,0,54,0.0018208746443259,4.812584061469873,0.8036733073690465
12,,59,44,0,54,0.0018774541257136,4.841019144807709,0.8243146525470169
12,,59,45,0,54,0.0011941668743824,4.758627742627483,0.8597846531639735
12,,59,46,0,54,0.0011648901901647,4.900628287232067,0.8108827055507974
12,,59,47,0,54,0.0012783038415468,4.7156368706066445,0.7831907376604
12,,59,48,0,54,0.0008448303130678,4.801054619167292,0.8320565122788829
12,,59,49,0,54,0.0007027577382281,4.668844645954449,0.8260080910586978
12,,59,50,0,54,0.0003562849620461,4.724507313061531,0.9047809783023149
12,,59,51,0,54,0.0005608634680707,4.599484704059876,0.8475786282759701
12,,59,52,0,54,0.0005875457022447,4.484000021190749,0.8988288461183568
12,,59,53,0,54,0.000459240738964,3.658708713953115,0.8801873084517529
12,,60,54,0,114,0.0062804604233354,7.296642546579699,0.8333012660162865
12,,60,55,0,114,0.0073799173144889,7.26634335698151,0.8547476019979824
12,,60,56,0,114,0.0066456197041528,7.242527227814,0.9032593962399872
12,,60,57,0,114,0.006165085735395,7.3185772511898275,0.8670880307877853
12,,60,58,0,114,0.0049981502469586,7.281938313666806,0.8662555974050153
12,,60,59,0,114,0.0055654060647085,7.306526908643599,0.8431421204264413
12,,60,60,0,114,0.0058082151919122,7.308301734673161,0.9122543154571467
13,,69,0,0,49,0.0071073123857849,4.888353944165464,
13,,69,1,0,49,0.0076631583843761,4.880270076174923,0.6913304519600829
13,,69,2,0,49,0.0059444501019373,4.8780142830565785,0.6888689085094136
13,,69,3,0,49,0.0066769127584175,4.891566517176772,0.694983630779743
13,,69,4,0,49,0.0075761466916811,4.920377402228916,0.7134520921263839
13,,69,5,0,49,0.0061040082147304,4.881396627165936,0.6701990099932742
13,,69,6,0,49,0.0059677482618881,4.86711874080546,0.7031884387623926
13,,69,7,0,49,0.0052956038222272,4.858961226956683,0.7634222965872492
13,,69,8,0,49,0.0058977690018406,4.844960654388626,0.7192489597686516
13,,69,9,0,49,0.0057259147090528,4.881976345215397,0.7373654522225842
13,,69,10,0,49,0.0060754503878766,4.852740189744068,0.6896310394744016
13,,69,11,0,49,0.0053239072572884,4.862660161310438,0.7778503405917001
13,,69,12,0,49,0.0047772874469536,4.844579328966259,0.7216793949808697
13,,69,13,0,49,0.0045655870232297,4.869852048100225,0.7644904999087523
13,,69,14,0,49,0.0042011864570831,4.846830000048823,0.7889130228432611
13,,69,15,0,49,0.004317413731869,4.86482327684711,0.7540650185405146
13,,69,16,0,49,0.0048390920678476,4.855259138852905,0.788130622191621
13,,69,17,0,49,0.0036717193264323,4.852155447238705,0.7579106535666137
13,,69,18,0,49,0.004679475857187,4.806298914092184,0.8126376401504103
13,,69,19,0,49,0.0032929816792352,4.761038027498888,0.7681663636878464
13,,69,20,0,49,0.0044597263573456,4.846585891385581,0.7982989948279496
13,,69,21,0,49,0.003398829665539,4.784424006235647,0.7821177159966957
13,,69,22,0,49,0.0033537459394065,4.829339112248143,0.8416653355805969
13,,69,23,0,49,0.0037701305498698,4.757802430353908,0.773335519984741
13,,69,24,0,49,0.0033835229106686,4.829956658874362,0.861495890200522
13,,69,25,0,49,0.0032179717267562,4.786104122149832,0.7615017763139951
13,,69,26,0,49,0.0026029665286354,4.7925673552262715,0.8301469627144858
13,,69,27,0,49,0.0025276783202704,4.836938471460981,0.7918040962393409
13,,69,28,0,49,0.0025582668585351,4.769071022873313,0.798348114440977
13,,69,29,0,49,0.0028923851530395,4.838485747873645,0.7879586792899803
13,,69,30,0,49,0.0026284936591406,4.727479222052118,0.8383542036346487
13,,69,31,0,49,0.0023901237954462,4.775591122944865,0.8046183293907786
13,,69,32,0,49,0.0018178428898555,4.755297441822268,0.8551528589102214
13,,69,33,0,49,0.0020233424983507,4.734042369473202,0.8089931897767703
13,,69,34,0,49,0.0015927255273533,4.736326060381686,0.8266302679081081
13,,69,35,0,49,0.0016146352247911,4.700242632551405,0.8319774270358894
13,,69,36,0,49,0.001236026015786,4.709992775076321,0.8863272917010445
13,,69,37,0,49,0.0015247592578902,4.711333338833301,0.7869769208272978
13,,69,38,0,49,0.0013366623178534,4.763607186864508,0.865141079878173
13,,69,39,0,49,0.0013744178949168,4.709869782218765,0.8409393498644586
13,,69,40,0,49,0.0012402969085623,4.738357414029346,0.8166772361471666
13,,69,41,0,49,0.0006032743544431,4.753486712905693,0.8753181051941308
13,,69,42,0,49,0.000847602708646,4.692416309035055,0.8358345201144484
13,,69,43,0,49,0.0009252646886209,4.651632626223334,0.856257254329178
13,,69,44,0,49,0.0010801068607068,4.490300887202501,0.8899334386051079
13,,69,45,0,49,0.0008365234680038,4.6570550443048795,0.804334813030793
13,,69,46,0,49,0.0004524087632006,4.478131870488268,0.8690462364929359
13,,69,47,0,49,0.0003554994763727,4.277005448579993,0.8761720130468897
13,,69,48,0,49,0.0002593203915208,4.418520717576556,0.9332316455551276
13,,70,49,0,119,0.0070001681116417,7.531836739681562,0.7984642937873238
13,,70,50,0,119,0.0065413558473152,7.502674221055437,0.8782423237263535
13,,70,51,0,119,0.0072690706565383,7.492582787262517,0.874859155837419
13,,70,52,0,119,0.0068292189181159,7.492408747617168,0.8476606425412492
13,,70,53,0,119,0.007310615097169,7.513445938469776,0.8649836744352122
13,,70,54,0,119,0.005286521977029,7.501646143757303,0.8755430930801803
13,,70,55,0,119,0.0068598969663259,7.465209774976429,0.8501868391381114
13,,70,56,0,119,0.0061283883367644,7.498956440390321,0.7920570669429087
13,,70,57,0,119,0.0054468723231598,7.484124157847596,0.8589401706355153
13,,70,58,0,119,0.0056296104816632,7.493134119070261,0.8680439528817276
13,,70,59,0,119,0.0048834914500692,7.468894024960789,0.8724319217110861
13,,70,60,0,119,0.0046299771167709,7.449597367454044,0.875894505966321
13,,70,61,0,119,0.0054684462339973,7.474398543663133,0.8889318057598858
13,,70,62,0,119,0.0047731320346832,7.458315627925966,0.8198046838849061
13,,70,63,0,119,0.0040892369324268,7.488007174080296,0.8857657311195695
13,,70,64,0,119,0.0049150887219482,7.492052728366287,0.8402631482086331
13,,70,65,0,119,0.0043863762975485,7.462771435008265,0.8636844851773716
13,,70,66,0,119,0.0042630982609803,7.481280744465585,0.9050845474411304
13,,70,67,0,119,0.0032779611630366,7.476628226855232,0.8392894802758069
13,,70,68,0,119,0.003785756390497,7.469756016759569,0.8373158660549883
13,,70,69,0,119,0.0037731550204032,7.4768063367235555,0.8600188189770273
13,,70,70,0,119,0.0041166724883508,7.462529741003011,0.8958789727850986
14,,80,0,0,55,0.0068376328658393,5.191027051091957,
14,,80,1,0,55,0.0070579312622207,5.18706735793396,0.4982866461988662
14,,80,2,0,55,0.0053723881956274,5.188875300759813,0.689347732248883
14,,80,3,0,55,0.0063641534229647,5.175888969729004,0.7125579220016016
14,,80,4,0,55,0.0056955454572292,5.171489410529007,0.6718141339584247
14,,80,5,0,55,0.0054765009685584,5.188361883297512,0.6837708851945237
14,,80,6,0,55,0.004665165631038,5.190755580627145,0.7473054021426475
14,,80,7,0,55,0.005333596969553,5.174493955780831,0.736957295801592
14,,80,8,0,55,0.0051478652789565,5.168846657864869,0.7901754239401388
14,,80,9,0,55,0.0045776071474924,5.173490655028937,0.7565443130769486
14,,80,10,0,55,0.0050347184191026,5.165219411987408,0.7645385364758841
14,,80,11,0,55,0.004995743705296,5.2063310056922525,0.7635749863385315
14,,80,12,0,55,0.0051376670054463,5.154769576155862,0.7442455073810671
14,,80,13,0,55,0.0043713981368534,5.177823679847778,0.7448633796909097
