m,n,R,s,seed,ker_dim,s_val,decomp_error,w
6,35,134,134,0,134,0.00024937970197532643,3.1249410244083575e-09,1.1102230246251565e-15
12,17,134,134,0,134,0.0017993682182892747,5.369924248762067e-10,9.992007221626409e-16
5,43,134,134,0,134,0.0017225604358585061,9.888989773802129e-10,1.4432899320127035e-15
8,26,135,135,0,135,0.0014418350194097948,1.89290699688794e-10,1.4432899320127035e-15
9,23,135,135,0,135,0.001436172359987612,1.7533205627025477e-10,1.2212453270876722e-15
7,30,135,135,0,135,0.0017269174792233664,2.917033748079298e-10,1.2212453270876722e-15
4,56,136,136,0,136,0.0006569837453090878,3.989178627736506e-10,8.881784197001252e-16
13,16,137,137,0,137,0.0010482298876963174,1.0231181682909355e-09,9.992007221626409e-16
11,19,137,137,0,137,0.002333489264481901,5.739219707638429e-10,9.992007221626409e-16
10,21,137,137,0,137,0.0033137722447668465,7.795580822407331e-11,1.2212453270876722e-15
6,36,137,137,0,137,0.0026779217490556302,1.3538910248684428e-09,1.5543122344752192e-15
5,44,138,138,0,138,0.0001302689856447411,6.467742486407224e-10,1.2212453270876722e-15
14,15,138,138,0,138,0.002520231694988968,1.835083666661512e-09,9.992007221626409e-16
4,57,138,138,0,138,0.0008626045952584299,1.0321909473013176e-10,1.1102230246251565e-15
7,31,140,140,0,140,0.0007843606850350698,1.2676775913684942e-08,1.1102230246251565e-15
8,27,140,140,0,140,0.002034418852792892,2.24545839128617e-10,9.992007221626409e-16
5,45,141,141,0,141,0.00044338114195957237,9.223205749581836e-10,9.992007221626409e-16
4,58,141,141,0,141,0.00040221052148309375,4.985386224827728e-10,1.3322676295501878e-15
9,24,141,141,0,141,0.0016155847326602812,1.1001604231939947e-10,9.992007221626409e-16
6,37,141,141,0,141,0.001980881098397498,6.049740694997251e-10,1.3322676295501878e-15
12,18,142,142,0,142,0.002238129783440326,1.3661521683866286e-10,1.1102230246251565e-15
5,46,144,144,0,144,0.0008522797029386102,1.9029430411520235e-09,1.1102230246251565e-15
10,22,144,144,0,144,0.002110498554042923,1.6219685646762698e-10,1.2212453270876722e-15
7,32,144,144,0,144,0.0022347195862711224,1.287647432739394e-10,1.3322676295501878e-15
